id,title,genres,overview,director,cast,runtime,release_date,rating,poster_url,trailer_url
4254,Tremors: A Cold Day in Hell,Action | Adventure | Science Fiction,Burt Gummer and Travis Welker find themselves in a fight for survival after investigating deadly giant worm attacks in the Canadian arctic.,Don Michael Paul,"Michael Gross, Jamie Kennedy, Tanya van Graan, Stephanie Schildknecht, Jamie-Lee Money",98,01/05/2018,5.913,/static/posters/Tremors_A_Cold_Day_in_Hell.jpg,https://www.youtube.com/embed/Gc4pnlFMrNU
4255,Code Geass: Lelouch of the Rebellion - Glorification,Science Fiction | Animation | Drama | Action,"A recap of Code Geass: Lelouch of the Rebellion episodes 42–50, with new footage. The Black Knights and the Holy Empire of Britannia finally meet head-on. Meanwhile, Lelouch is confronted with an issue least anticipated: his kid sister Nunnally.",Goro Taniguchi,"Asako Dodo, Junko Asami, Emi Motoi, Fumiko Orikasa, Sayaka Ohara",140,01/05/2018,7.4,/static/posters/Code_Geass_Lelouch_of_the_Rebellion_-_Glorification.jpg,https://www.youtube.com/embed/BmQHEaBRWWE
4256,Parallel,Science Fiction | Fantasy | Horror,"A group of friends stumble upon a mirror that serves as a portal to a ""multiverse"", but soon discover that importing knowledge from the other side in order to better their lives brings increasingly dangerous consequences.",Isaac Ezban,"Martin Wallström, Georgia King, Alyssa Diaz, Mark O'Brien, Aml Ameen",104,10/04/2018,6.026,/static/posters/Parallel.jpg,https://www.youtube.com/embed/mHoIR1nUJbI
4257,T-34,Action | Drama | History | War,"In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles.",Alexey Sidorov,"Alexander Petrov, Victor Dobronravov, Irina Starshenbaum, Vinzenz Kiefer, Petr Skvortsov",139,27/12/2018,7.15,/static/posters/T-34.jpg,https://www.youtube.com/embed/D1UDvi5xL9w
4258,Kin,Science Fiction | Action | Adventure | Thriller,"A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",Josh Baker,"Myles Truitt, Jack Reynor, Dennis Quaid, Zoë Kravitz, James Franco",102,29/08/2018,6.124,/static/posters/Kin.jpg,https://www.youtube.com/embed/Yi_quCOWYtQ
4259,A Host of Sparrows,Thriller,"An ex-con's plans to retire to Florida with a fortune in stolen money are waylaid after his former boss coaxes him to a remote bed and breakfast to protect the daughter he has never met. A storm traps him and 6 others at a B and B, events turn deadly. These seven seeming strangers discover that their lives are all connected by a tragic murder, from eleven years earlier.",Kevin Alexander Boon,"Mike Sutton, Elizabeth Wyld, Douglas Cathro, Jim Krut, Hillary Mazer",82,07/07/2018,6,/static/posters/A_Host_of_Sparrows.jpg,https://www.youtube.com/embed/cVWwE8pYRnA
4260,Liz and the Blue Bird,Animation | Drama | Music,"In their last year of high school, two girls in the brass band club perform a song inspired by a fairy tale that parallels their friendship.",Naoko Yamada,"Atsumi Tanezaki, Nao Toyama, Ayaka Asai, Tomoyo Kurosawa, Chika Anzai",91,21/04/2018,7.5,/static/posters/Liz_and_the_Blue_Bird.jpg,https://www.youtube.com/embed/OOtLT6aKOL0
4261,The 15:17 to Paris,Drama | Thriller,"On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.",Clint Eastwood,"Ray Corasani, Spencer Stone, Anthony Sadler, Alek Skarlatos, Judy Greer",94,07/02/2018,5.423,/static/posters/The_1517_to_Paris.jpg,https://www.youtube.com/embed/PtngiTJZTos
4262,The Christmas Chronicles,Comedy | Adventure | Family | Fantasy,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",Clay Kaytis,"Darby Camp, Judah Lewis, Kurt Russell, Martin Roach, Lamorne Morris",104,22/11/2018,7.14,/static/posters/The_Christmas_Chronicles.jpg,https://www.youtube.com/embed/YaeDa_Uempk
4263,Sui Dhaaga - Made in India,Comedy | Drama | Family,"Mauji stays in a village near Delhi with his wife Mamta, father and mother. Varun works at a shop that sells sewing machines, owned by Bansal and his son Prashant. Both have a habit of ill-treating Mauji and make him do fun antics. When Prashant gets married, Bansal invites Mauji and his entire family. Mamta feels humiliated when she sees Mauji being asked to imitate a dog by the Bansals.",Sharat Katariya,"Varun Dhawan, Anushka Sharma, Raghubir Yadav, Yamini Das, Sawan Tank",150,28/09/2018,7,/static/posters/Sui_Dhaaga_-_Made_in_India.jpg,https://www.youtube.com/embed/KS8ydaUd75g
4264,The Clovehitch Killer,Drama | Mystery | Crime,A picture-perfect family is torn apart after Tyler finds a cache of disturbing images in his father's possession. He begins to suspect that the man he trusts most in the world may be responsible for the murder of 13 women ten years prior.,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman",109,16/11/2018,6.413,/static/posters/The_Clovehitch_Killer.jpg,https://www.youtube.com/embed/aJO3G17JqZ8
4265,Monstrum,Action | Horror | Drama | Fantasy,"Ancient Korea, 1506. The tyrannical King Yeonsan-gun of Joseon is overthrown by his half-brother Jung-jong, whose reign begins with a blood bath. Over the years, traitors plot against him, sinking the kingdom into chaos. In 1528, frightened rumors come to royal palace, regarding a mysterious creature, known as Monstrum by the peasants.",Huh Jong-ho,"Kim Myung-min, Kim In-kwon, Lee Hye-ri, Choi Woo-shik, Lee Kyung-young",106,12/09/2018,6.484,/static/posters/Monstrum.jpg,https://www.youtube.com/embed/DQsUp2JYZO8
4266,Illang: The Wolf Brigade,Science Fiction | Action | Thriller | Drama,"In 2029, an elite police squad combats an anti-reunification terrorist group while another enemy lurks nearby.",Kim Jee-woon,"Gang Dong-won, Han Hyo-joo, Kim Moo-yul, Jung Woo-sung, Huh Joon-ho",138,25/07/2018,6.314,/static/posters/Illang_The_Wolf_Brigade.jpg,https://www.youtube.com/embed/OlI7wWCLMNM
4267,Cam,Horror | Mystery,A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim",95,01/10/2018,5.846,/static/posters/Cam.jpg,https://www.youtube.com/embed/pN8xZ5WDonk
4268,Mute,Science Fiction | Mystery | Thriller,A mute man with a violent past is forced to take on the teeming underworld of a near-future Berlin as he searches for his missing girlfriend.,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux, Seyneb Saleh, Robert Sheehan",126,23/02/2018,5.571,/static/posters/Mute.jpg,https://www.youtube.com/embed/ma8te7ywEio
4269,The Mercy,Drama | Adventure,"In 1968, Donald Crowhurst, an amateur sailor, endangers the fate of his family and business, and his own life, blinded by his ambition to compete in the Sunday Times Golden Globe Race, attempting to become the first person in history to single-handedly circumnavigate the world without making any stopover.",James Marsh,"Colin Firth, Rachel Weisz, David Thewlis, Mark Gatiss, Genevieve Gaunt",102,09/02/2018,5.939,/static/posters/The_Mercy.jpg,https://www.youtube.com/embed/ToN2G3K5pOE
4270,The Bad Seed,Drama | Horror | Thriller | TV Movie,A widower suspects that his seemingly perfect adolescent daughter is a heartless killer.,Rob Lowe,"Rob Lowe, Mckenna Grace, Sarah Dugdale, Cara Buono, Patty McCormack",84,09/09/2018,6.993,/static/posters/The_Bad_Seed.jpg,https://www.youtube.com/embed/c4bUqu1xmDQ
4271,Jalebi,Drama | Romance,"An estranged couple happen to meet on a train journey where they independently reflect on what went wrong in their relationship and whether they will truly be able to move forward and start a new chapter, together or alone.",Pushpdeep Bhardwaj,"Rhea Chakraborty, Varun Mitra, Digangana Suryavanshi, Praveena Deshpande, Aanya Dureja",112,12/10/2018,6.6,/static/posters/Jalebi.jpg,https://www.youtube.com/embed/exF94JTVy8k
4272,The Brand New Adventures of Aladdin,Comedy | Fantasy | Adventure,"After freeing Baghdad from its terrible ruler, Aladin delays his marriage to the princess until a new dictator arrives to take over the city.",Lionel Steketee,"Kev Adams, Jamel Debbouze, Ramzy Bedia, Eric Judor, Noémie Lenoir",98,03/10/2018,4.823,/static/posters/The_Brand_New_Adventures_of_Aladdin.jpg,https://www.youtube.com/embed/Ms55DzeCbRU
4273,Gatao 2: Rise of the King,Action | Drama | Crime,"Ren has finally succeeded his boss as the head of the North Fort Gang. For so long, his ambitions had been held back; now, he can realize them. But the ruthless Jian returns with his own gang. Though Ren and Jian were once like brothers, Ren's position is challenged, causing tensions with Qing, his loyal captain. Now that former friends are enemies, what is the price of loyalty? What will be left of friendship when the smoke of battle clears?",Yen Cheng-kuo,"Wang Shih-Sian, Jack Kao, Rexen Cheng Jen-Shuo, Collin Chou, Chang Tsai-hsing",127,14/02/2018,5.5,/static/posters/Gatao_2_Rise_of_the_King.jpg,https://www.youtube.com/embed/O-7s-4bK9PQ
4274,211,Crime | Action | Thriller,"Inspired by one of the longest and bloodiest real-life events in police history, Officer Mike Chandler and a young civilian passenger find themselves under-prepared and outgunned when fate puts them squarely in the crosshairs of a daring bank heist in progress by a fearless team of highly-trained and heavily-armed men.",York Alec Shackleton,"Nicolas Cage, Sophie Skelton, Michael Rainey Jr., Dwayne Cameron, Weston Cage",86,30/05/2018,5.3,/static/posters/211.jpg,https://www.youtube.com/embed/SCLjS-owEig
4275,Scooby-Doo! & Batman: The Brave and the Bold,Animation | Comedy | Action | Family | Science Fiction,Scooby-Doo and the Mystery Inc. gang meet up with Batman and other friends to defeat evil villains and save the day.,Jake Castorena,"Frank Welker, Grey DeLisle, Matthew Lillard, Kate Micucci, Diedrich Bader",76,31/01/2018,7.2,/static/posters/Scooby-Doo!_&_Batman_The_Brave_and_the_Bold.jpg,https://www.youtube.com/embed/1lOkHWeyiBI
4276,If Beale Street Could Talk,Romance | Drama,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Teyonah Parris, Colman Domingo",120,14/12/2018,6.934,/static/posters/If_Beale_Street_Could_Talk.jpg,https://www.youtube.com/embed/hGCvdlaWUF0
4277,Penguin Highway,Animation | Adventure | Comedy | Fantasy,"A fourth-grader investigates the mysterious reason behind the sudden appearance of penguins in his village, which is somehow related to a power from a young woman working at a dental clinic.",Hiroyasu Ishida,"Kana Kita, Rie Kugimiya, Yu Aoi, Miki Fukui, Misaki Kuno",118,17/08/2018,7.134,/static/posters/Penguin_Highway.jpg,https://www.youtube.com/embed/Vs3w1X3GSAg
4278,Test,Drama,Kurt Longson tries to avenge his daughters death. To succeed he has to battle with his conscience and morality to realize true love.,Umashankar Gummadidala,"Zari Rice, Merritt Vann, John R. Sexton, Ashley McHam, Vanzell Haire",106,22/05/2018,5.944,/static/posters/Test.jpg,https://www.youtube.com/embed/OjErTvgdGv8
4279,Tully,Comedy | Drama,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",Jason Reitman,"Charlize Theron, Mackenzie Davis, Ron Livingston, Mark Duplass, Asher Miles Fallica",96,04/05/2018,6.765,/static/posters/Tully.jpg,https://www.youtube.com/embed/e5D3O4yCmCg
4280,The Strangers: Prey at Night,Horror | Thriller,"A family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family's every limit as they struggle to survive.",Johannes Roberts,"Bailee Madison, Christina Hendricks, Martin Henderson, Lewis Pullman, Damian Maffei",86,07/03/2018,5.684,/static/posters/The_Strangers_Prey_at_Night.jpg,https://www.youtube.com/embed/rNQrKls7k-Q
4281,Destroyer,Thriller | Crime | Drama | Action,"When Erin Bell was a young cop, she was given an undercover assignment that ended badly and destroyed her life. Years later, she must face her demons in order to make peace with her past.",Karyn Kusama,"Nicole Kidman, Toby Kebbell, Tatiana Maslany, Sebastian Stan, Scoot McNairy",121,25/12/2018,5.875,/static/posters/Destroyer.jpg,https://www.youtube.com/embed/bqHaLUoiWZU
4282,The Mermaid: Lake of the Dead,Horror | Fantasy | Romance,"An evil Mermaid falls in love with Marina's fiancé Roman and aims to keep him away from Marina in her Kingdom of Death under water. The Mermaid is a young woman who drowned a few centuries ago. Marina only has one week to overcome her fear of the dark water, to remain human in the deathly fight with the monsters and not to become one herself.",Svyatoslav Podgaevsky,"Victoria Agalakova, Efim Petrunin, Nikita Elenev, Sesil Plezhe, Sofya Shidlovskaya",90,12/07/2018,6.137,/static/posters/The_Mermaid_Lake_of_the_Dead.jpg,https://www.youtube.com/embed/koBvnxSBqk4
4283,The Lie,Horror | Mystery | Thriller,"A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences.",Veena Sud,"Peter Sarsgaard, Mireille Enos, Joey King, Cas Anvar, Patti Kim",95,13/09/2018,6.346,/static/posters/The_Lie.jpg,https://www.youtube.com/embed/czIBLZxLlzk
4284,Next Gen,Animation | Action | Adventure | Comedy | Family | Science Fiction,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",Kevin R. Adams,"John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross",105,07/09/2018,6.976,/static/posters/Next_Gen.jpg,https://www.youtube.com/embed/uf3ALGKgpGU
